sku,additional_attributes
JS0A2SDF-0FD,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
JS0A2SDF-0FF,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
JS0A2SDF-0U3,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
JS0A2SDF-0GG,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
JS0A2SDF-0LP,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
T29G-008,"peso=14 oz / 0.4 kg,tela=12 oz Cotton Canvas,capacidad=1675 cu in /27.5 L,dimensiones=16.7'' x 13 '' x 7'' / 42.5 x 33 x 17.5 cm,laptop_size=0,bullet=0,bullet_ingles=Premium cotton canvas fabric / One large main compartment / Straight-cut, padded shoulder straps /Two front zippered pockets / Fully padded back panel / lashing square detail / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=T29G"
T29G-9RU,"peso=14 oz / 0.4 kg,tela=12 oz Cotton Canvas,capacidad=1675 cu in /27.5 L,dimensiones=16.7'' x 13 '' x 7'' / 42.5 x 33 x 17.5 cm,laptop_size=0,bullet=0,bullet_ingles=Premium cotton canvas fabric / One large main compartment / Straight-cut, padded shoulder straps /Two front zippered pockets / Fully padded back panel / lashing square detail / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=T29G"
T29G-2C8,"peso=14 oz / 0.4 kg,tela=12 oz Cotton Canvas,capacidad=1675 cu in /27.5 L,dimensiones=16.7'' x 13 '' x 7'' / 42.5 x 33 x 17.5 cm,laptop_size=0,bullet=0,bullet_ingles=Premium cotton canvas fabric / One large main compartment / Straight-cut, padded shoulder straps /Two front zippered pockets / Fully padded back panel / lashing square detail / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=T29G"
T29G-ZB3,"peso=14 oz / 0.4 kg,tela=12 oz Cotton Canvas,capacidad=1675 cu in /27.5 L,dimensiones=16.7'' x 13 '' x 7'' / 42.5 x 33 x 17.5 cm,laptop_size=0,bullet=0,bullet_ingles=Premium cotton canvas fabric / One large main compartment / Straight-cut, padded shoulder straps /Two front zippered pockets / Fully padded back panel / lashing square detail / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=T29G"
JS00T13Y-008,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0U2,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
T13Y-9RU,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0LR,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
T13Y-9ZE,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0FD,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0TV,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0L1,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0J5,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0ZJ,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS00T13Y-0KE,"peso=1 lb 3 oz / 0.6 kg,tela=100% Cottom Canvas / Nylon / Polyester / Polyester Dobby / Polyester Felt / Syntethic Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7'' X 12.8'' X 5.5'' / 45 X 33 X 14 cm,laptop_size=13'' x 11.4'' x 1.6'' / 33 x 29 x 4 cm,bullet=0,bullet_ingles=Premium synthetic leather bottom and trim details / Internal padded sleeve fits 15"" laptop / Internal tricot lined tablet sleeve / One large main compartment / Straight-cut, padded shoulder straps /Three front zippered pockets / Fully padded back panel / Web haul handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC|ORIGINAL,style=JS00T13Y"
JS0A2T3F-008,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=JS0A2T3F"
JS0A2T3F-0WH,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=JS0A2T3F"
JS0A2T3F-0WV,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=JS0A2T3F"
JS0A2T3F-9RS,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=JS0A2T3F"
JS0A2SDJ-0WJ,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=JS0A2T3F"
JS0A2SDJ-0FX,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=JS0A2T3F"
T45D-008,"peso=1 lb 4 oz / 0.6 kg,tela=600 Denier Polyester,capacidad=1464 cu in / 24 L,dimensiones=17.5"" X 12"" X 8"" / 44.5 X 30 X  4 cm,laptop_size=17.5"" x 12"" x 1.5"" / 44.5 x 30 x 4 cm,bullet=0,bullet_ingles=Dedicated tricot lined 15"" laptop compartment / Large organizer pocket / Front accesory pocket / Side water bottle pocket / Easy access phone pocket / Padded shouder straps / Padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=LARGE,type=DIGITAL|CLASSIC,style=T45D"
T45D-01V,"peso=1 lb 4 oz / 0.6 kg,tela=600 Denier Polyester,capacidad=1464 cu in / 24 L,dimensiones=17.5"" X 12"" X 8"" / 44.5 X 30 X  4 cm,laptop_size=17.5"" x 12"" x 1.5"" / 44.5 x 30 x 4 cm,bullet=0,bullet_ingles=Dedicated tricot lined 15"" laptop compartment / Large organizer pocket / Front accesory pocket / Side water bottle pocket / Easy access phone pocket / Padded shouder straps / Padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=LARGE,type=DIGITAL|CLASSIC,style=T45D"
T45D-ZG8,"peso=1 lb 4 oz / 0.6 kg,tela=600 Denier Polyester,capacidad=1464 cu in / 24 L,dimensiones=17.5"" X 12"" X 8"" / 44.5 X 30 X  4 cm,laptop_size=17.5"" x 12"" x 1.5"" / 44.5 x 30 x 4 cm,bullet=0,bullet_ingles=Dedicated tricot lined 15"" laptop compartment / Large organizer pocket / Front accesory pocket / Side water bottle pocket / Easy access phone pocket / Padded shouder straps / Padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=LARGE,type=DIGITAL|CLASSIC,style=T45D"
JS00T49C-0UE,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=0,size=,type=DIGITAL,style=JS00T49C"
JS00T49C-008,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=0,size=,type=DIGITAL,style=JS00T49C"
JS00T49C-01B,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=0,size=,type=DIGITAL,style=JS00T49C"
JS00T49C-0KN,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=0,size=,type=DIGITAL,style=JS00T49C"
JS00T49C-0VQ,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=0,size=,type=DIGITAL,style=JS00T49C"
T49B-008,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
T49B-9RX,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
T49B-1U1,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
T49B-9RW,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
JS00T49B-0J8,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
JS00T49B-01H,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
JS00T49B-0E2,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
T49B-1W6,"peso=,tela=600 Denier Polyester,capacidad=45 cu in / 0.7 L,dimensiones=11 x 21.5 x 4.5 cm,laptop_size=0,bullet=Estuche básico almacenamiento seguro,cierre con cremallera / Amplio y práctico para almacenar cables, lápices y otros artículos de mano laterales para fácil transporte. 1.3 L,bullet_ingles=0,shop_by=EVERYDAY,device=,device_size=0,size=,type=DIGITAL,style=JS00T49B"
JS00T54R-008,"peso=1 lb / 0.45 kg,tela=400 Denier Nylon / 600 Denier Polyester  / Polyester Ripstop Woven / 600 Denier Polyester Embossed Ripstop,capacidad=976 cu in / 16 L,dimensiones=11.4"" x 16.1"" x 4.5"" / 29 x 41 x 11.5 cm,laptop_size=11.4"" x 16"" x 0.75"" / 29 x 41 x 2cm,bullet=Compartimiento dedicado para 15"" laptops / Bolsillo de alcance externopara tablet / Dos bolsillos para accesorios en la solapa / Bolsillo lateral para facil acceso de cargadores / Tirantes acolchados / Doble buckle closure / Bolsillo interno para bateria / Padded grab handle.,bullet_ingles=Dedicated laptop compartment fits most 15"" laptops / Externally accessed tablet pocket /n Dual accesory pockets on flap / Side entry cord storage pocket / Padded shoulder straps / dual buckle closure / Internal power brick holster / Padded grab handle.,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=MEDIUM,type=DIGITAL,style=JS00T54R"
