sku,additional_attributes
TYP7-7MM,"peso=1 lb 4 oz / 0.6 kg,tela=915 Denier Cordura / Suede Leather Bottom,capacidad=1900 cu in / 31 L,dimensiones=18'' x 13 '' 8.5'' / 43 x 33 x 21 cm,laptop_size=10.5'' 11"" x 1'' / 27 x 28 x 3 cm,bullet=Parte inferior de cuero de gamuza / Tela cordura / Bolsillo interno con capacidad para 15” laptop / Compartimiento principal grande / Bolsillo frontal con organizador / Tirantes de corte recto acolchados,bullet_ingles=Suede leather bottom and premium cordura fabric for superior durability / Straigth - cut, paddes shoulder straps / Internal sleeve fits 15 ''laptop / One large main compartment / Front utility pocked with organizer keeps essentials handy / Zippered front stash pocket / Web haul handle.,shop_by=BEST SELLER|EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC|ORIGINAL,style=JS00TYP7"
JS00TYP7-0RB,"peso=1 lb 4 oz / 0.6 kg,tela=915 Denier Cordura / Suede Leather Bottom,capacidad=1900 cu in / 31 L,dimensiones=18'' x 13 '' 8.5'' / 43 x 33 x 21 cm,laptop_size=10.5'' 11"" x 1'' / 27 x 28 x 3 cm,bullet=Parte inferior de cuero de gamuza / Tela cordura / Bolsillo interno con capacidad para 15” laptop / Compartimiento principal grande / Bolsillo frontal con organizador / Tirantes de corte recto acolchados,bullet_ingles=Suede leather bottom and premium cordura fabric for superior durability / Straigth - cut, paddes shoulder straps / Internal sleeve fits 15 ''laptop / One large main compartment / Front utility pocked with organizer keeps essentials handy / Zippered front stash pocket / Web haul handle.,shop_by=BEST SELLER|EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC|ORIGINAL,style=JS00TYP7"
JS0A2T3C-008,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=,size=,type=DIGITAL,style=JS0A2T3C"
JS0A2T3C-0U2,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=,size=,type=DIGITAL,style=JS0A2T3C"
JS0A2T3C-0VE,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=,size=,type=DIGITAL,style=JS0A2T3C"
JS0A2T3C-0U3,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=,size=,type=DIGITAL,style=JS0A2T3C"
JS0A2T3C-0D6,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=EVERYDAY|WORK,device=,device_size=,size=,type=OUTSIDE|OUTDOOR,style=JS0A2T3C"
JS00T34J-1X3,"peso=6.4 oz / 0.18 kg ,tela=210 Denier Polyester Ripstop,capacidad=915 cu in / 15 L,dimensiones=18.1"" x 9.5"" x 5.1"" / 46 x 24 x 14 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main compartment / 2. Cinch top closure with locking pull / 3. Front daisy chain webbing / Breathable mesh shoulder straps / Lashing pounts / Gear loop /Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=SMALL,type=OUTSIDE|OUTDOOR,style=JS00T34J"
JS00T34J-0BD,"peso=6.4 oz / 0.18 kg ,tela=210 Denier Polyester Ripstop,capacidad=915 cu in / 15 L,dimensiones=18.1"" x 9.5"" x 5.1"" / 46 x 24 x 14 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main compartment / 2. Cinch top closure with locking pull / 3. Front daisy chain webbing / Breathable mesh shoulder straps / Lashing pounts / Gear loop /Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=SMALL,type=OUTSIDE|OUTDOOR,style=JS00T34J"
T34J-5CS,"peso=6.4 oz / 0.18 kg ,tela=210 Denier Polyester Ripstop,capacidad=915 cu in / 15 L,dimensiones=18.1"" x 9.5"" x 5.1"" / 46 x 24 x 14 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main compartment / 2. Cinch top closure with locking pull / 3. Front daisy chain webbing / Breathable mesh shoulder straps / Lashing pounts / Gear loop /Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=SMALL,type=OUTSIDE|OUTDOOR,style=JS00T34J"
T34J-6XJ,"peso=6.4 oz / 0.18 kg ,tela=210 Denier Polyester Ripstop,capacidad=915 cu in / 15 L,dimensiones=18.1"" x 9.5"" x 5.1"" / 46 x 24 x 14 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main compartment / 2. Cinch top closure with locking pull / 3. Front daisy chain webbing / Breathable mesh shoulder straps / Lashing pounts / Gear loop /Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=SMALL,type=OUTSIDE|OUTDOOR,style=JS00T34J"
T34J-9FC,"peso=6.4 oz / 0.18 kg ,tela=210 Denier Polyester Ripstop,capacidad=915 cu in / 15 L,dimensiones=18.1"" x 9.5"" x 5.1"" / 46 x 24 x 14 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main compartment / 2. Cinch top closure with locking pull / 3. Front daisy chain webbing / Breathable mesh shoulder straps / Lashing pounts / Gear loop /Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=SMALL,type=OUTSIDE|OUTDOOR,style=JS00T34J"
T35V-5CS,"peso=9.6 oz / 0.27 kg,tela=210 Denier Polyester Ripstop,capacidad=1220 cu in / 20 L,dimensiones=18.3"" x 11.4"" x 5.9"" / 43.5 x 29 x 15 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main zippered compartment with folding front/ 2 Front zippered pocket / 3. Hidratation slevee with port and tube management / Internal stash pockect / Breathable mesh shoulder straps / Sternum strap / Lashing points / Dual gear loops / Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=MEDIUM,type=OUTSIDE|OUTDOOR,style=T35V"
T35V-6XJ,"peso=9.6 oz / 0.27 kg,tela=210 Denier Polyester Ripstop,capacidad=1220 cu in / 20 L,dimensiones=18.3"" x 11.4"" x 5.9"" / 43.5 x 29 x 15 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main zippered compartment with folding front/ 2 Front zippered pocket / 3. Hidratation slevee with port and tube management / Internal stash pockect / Breathable mesh shoulder straps / Sternum strap / Lashing points / Dual gear loops / Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=MEDIUM,type=OUTSIDE|OUTDOOR,style=T35V"
T35V-9FC,"peso=9.6 oz / 0.27 kg,tela=210 Denier Polyester Ripstop,capacidad=1220 cu in / 20 L,dimensiones=18.3"" x 11.4"" x 5.9"" / 43.5 x 29 x 15 cm,laptop_size=0,bullet=0,bullet_ingles=1. Large main zippered compartment with folding front/ 2 Front zippered pocket / 3. Hidratation slevee with port and tube management / Internal stash pockect / Breathable mesh shoulder straps / Sternum strap / Lashing points / Dual gear loops / Web haul handle.,shop_by=DEPORTES|PROMOTION,device=,device_size=,size=MEDIUM,type=OUTSIDE|OUTDOOR,style=T35V"
T26U-1G2,"peso=1 lb 6 oz / 0.6 kg,tela=600  Denier Polyester / Plastic,capacidad=iPhone 4 / 4s,dimensiones=4.7'' x 2.5'' x 0.5'' / 12 x 6.4 x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T26U"
T26U-1F3,"peso=1 lb 6 oz / 0.6 kg,tela=600  Denier Polyester / Plastic,capacidad=iPhone 4 / 4s,dimensiones=4.7'' x 2.5'' x 0.5'' / 12 x 6.4 x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T26U"
T26U-9XV,"peso=1 lb 6 oz / 0.6 kg,tela=600  Denier Polyester / Plastic,capacidad=iPhone 4 / 4s,dimensiones=4.7'' x 2.5'' x 0.5'' / 12 x 6.4 x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T26U"
T26U-1E5,"peso=1 lb 6 oz / 0.6 kg,tela=600  Denier Polyester / Plastic,capacidad=iPhone 4 / 4s,dimensiones=4.7'' x 2.5'' x 0.5'' / 12 x 6.4 x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T26U"
T30S-1F3,"peso=0.8 oz / 0.02 kg,tela=600 denier Polyester / Plastic,capacidad=iPhone 5,dimensiones=5'' x 2.4'' x 0.5'' / 13 x 6 x 1 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T30S"
T30S-9XV,"peso=0.8 oz / 0.02 kg,tela=600 denier Polyester / Plastic,capacidad=iPhone 5,dimensiones=5'' x 2.4'' x 0.5'' / 13 x 6 x 1 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T30S"
T30S-1E5,"peso=0.8 oz / 0.02 kg,tela=600 denier Polyester / Plastic,capacidad=iPhone 5,dimensiones=5'' x 2.4'' x 0.5'' / 13 x 6 x 1 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T30S"
T30S-1G2,"peso=0.8 oz / 0.02 kg,tela=600 denier Polyester / Plastic,capacidad=iPhone 5,dimensiones=5'' x 2.4'' x 0.5'' / 13 x 6 x 1 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=T30S"
TZA2-9RW,"peso=12 oz / 0.3 kg,tela=600 Denier Polyester / 300 Denier Polyester,capacidad=1100 cu in / 18 L,dimensiones=18'' x 11'' x 7'' / 46 x 27 x 17 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=TZA2"
TZA2-1H8,"peso=12 oz / 0.3 kg,tela=600 Denier Polyester / 300 Denier Polyester,capacidad=1100 cu in / 18 L,dimensiones=18'' x 11'' x 7'' / 46 x 27 x 17 cm,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=,size=,type=,style=TZA2"
T27B-1G2,"peso=8 oz / 0.3 kg,tela=600 denier Polyester / Plastic,capacidad=iPad version 2 and newer,dimensiones=9.5"" x 7.5"" x 0.5"" /  24.3 x 19  x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=Molded case protects the back of Ipad while the front cover protects the screen / Front cover adapts to become a stand with two viewing options / Soft sueded lining protects the screen / Camera lens cutout and direct access to all device functions / Magnetic sensor wakes and sleeps Ipad / One year warranty,shop_by=EVERYDAY|PROMOTION,device=,device_size=,size=,type=DIGITAL,style=T27B"
T27B-1F3,"peso=8 oz / 0.3 kg,tela=600 denier Polyester / Plastic,capacidad=iPad version 2 and newer,dimensiones=9.5"" x 7.5"" x 0.5"" /  24.3 x 19  x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=Molded case protects the back of Ipad while the front cover protects the screen / Front cover adapts to become a stand with two viewing options / Soft sueded lining protects the screen / Camera lens cutout and direct access to all device functions / Magnetic sensor wakes and sleeps Ipad / One year warranty,shop_by=EVERYDAY|PROMOTION,device=,device_size=,size=,type=DIGITAL,style=T27B"
T27B-9XV,"peso=8 oz / 0.3 kg,tela=600 denier Polyester / Plastic,capacidad=iPad version 2 and newer,dimensiones=9.5"" x 7.5"" x 0.5"" /  24.3 x 19  x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=Molded case protects the back of Ipad while the front cover protects the screen / Front cover adapts to become a stand with two viewing options / Soft sueded lining protects the screen / Camera lens cutout and direct access to all device functions / Magnetic sensor wakes and sleeps Ipad / One year warranty,shop_by=EVERYDAY|PROMOTION,device=,device_size=,size=,type=DIGITAL,style=T27B"
T27B-ZM4,"peso=8 oz / 0.3 kg,tela=600 denier Polyester / Plastic,capacidad=iPad version 2 and newer,dimensiones=9.5"" x 7.5"" x 0.5"" /  24.3 x 19  x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=Molded case protects the back of Ipad while the front cover protects the screen / Front cover adapts to become a stand with two viewing options / Soft sueded lining protects the screen / Camera lens cutout and direct access to all device functions / Magnetic sensor wakes and sleeps Ipad / One year warranty,shop_by=EVERYDAY|PROMOTION,device=,device_size=,size=,type=DIGITAL,style=T27B"
T27B-9RW,"peso=8 oz / 0.3 kg,tela=600 denier Polyester / Plastic,capacidad=iPad version 2 and newer,dimensiones=9.5"" x 7.5"" x 0.5"" /  24.3 x 19  x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=Molded case protects the back of Ipad while the front cover protects the screen / Front cover adapts to become a stand with two viewing options / Soft sueded lining protects the screen / Camera lens cutout and direct access to all device functions / Magnetic sensor wakes and sleeps Ipad / One year warranty,shop_by=EVERYDAY|PROMOTION,device=,device_size=,size=,type=DIGITAL,style=T27B"
T27B-1E5,"peso=8 oz / 0.3 kg,tela=600 denier Polyester / Plastic,capacidad=iPad version 2 and newer,dimensiones=9.5"" x 7.5"" x 0.5"" /  24.3 x 19  x 1.3 cm,laptop_size=0,bullet=0,bullet_ingles=Molded case protects the back of Ipad while the front cover protects the screen / Front cover adapts to become a stand with two viewing options / Soft sueded lining protects the screen / Camera lens cutout and direct access to all device functions / Magnetic sensor wakes and sleeps Ipad / One year warranty,shop_by=EVERYDAY|PROMOTION,device=,device_size=,size=,type=DIGITAL,style=T27B"
JS00T55A-008,"peso=1 lb 13 oz / 0.82 kg,tela=400 Denier Nylon,capacidad=1831 cu / 30 L,dimensiones=19.7"" x 11.8"" x 8"" / 50 x 30 x 20 cm,laptop_size=19"" x 11.5"" x 1"" / 49 x 29 x 2.5 cm,bullet=0,bullet_ingles=Dedicated top loading - compartment with 360 degree protection fits 17"" laptop / Easy access external tablet pocket fits up to a 10"" tablet / Padded oversized accesory headphone pocket / Multiple external organizers pocket / Front cord storage pocket / Tricot lined stash pocket / Dual water bottle pockets / Padded S-curve shoulder straps with sternum straps / Padded ventiladed mesh back panel / Easy-to-use ""spped pullers"" fo main zippers / Web haul handle,shop_by=DEPORTES|EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTDOOR|DIGITAL,style=JS00T55A"
JS00T55A-0N2,"peso=1 lb 13 oz / 0.82 kg,tela=400 Denier Nylon,capacidad=1831 cu / 30 L,dimensiones=19.7"" x 11.8"" x 8"" / 50 x 30 x 20 cm,laptop_size=19"" x 11.5"" x 1"" / 49 x 29 x 2.5 cm,bullet=0,bullet_ingles=Dedicated top loading - compartment with 360 degree protection fits 17"" laptop / Easy access external tablet pocket fits up to a 10"" tablet / Padded oversized accesory headphone pocket / Multiple external organizers pocket / Front cord storage pocket / Tricot lined stash pocket / Dual water bottle pockets / Padded S-curve shoulder straps with sternum straps / Padded ventiladed mesh back panel / Easy-to-use ""spped pullers"" fo main zippers / Web haul handle,shop_by=DEPORTES|EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTDOOR|DIGITAL,style=JS00T55A"
JS00TDH7-008,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-01F,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-8WG,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-01B,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-6XD,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
TDH7-0AA,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-9RW,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0XJ,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0KL,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0VT,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0X1,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0JP,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0UG,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0KN,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0EM,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
TDH7-003,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00TDH7-0K4,"peso=11 oz / 0.3 kg,tela=600 Denier Polyester,capacidad=1300 cu in / 21 L,dimensiones=14.5'' x 13'' x 6.5'' / 36 x 33 x 16 cm,laptop_size=0,bullet=Corte recto, correas de hombro acolchadas. Compartimiento principal espacioso. Bolsillo frontal con organizador que mantiene lo esencial a mano,bullet_ingles=One large main compartment / Straight-cut, padded shoulder straps / Front utility pocket with organizer / Web haul handle.,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00TDH7"
JS00T64Q-0F8,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00T64Q-0FP,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS0A2SDR-0UQ,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
T64Q-02S,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00TVP8-0LM,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
TVP8-03G,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
